Date,Open,High,Low,Close,Adj Close,Volume
2021-10-30,0.7734590172767639,0.8890590071678162,0.7629870176315308,0.8577539920806885,0.8577539920806885,50514
2021-10-31,0.859607994556427,0.9865700006484985,0.8329929709434509,0.9695180058479309,0.9695180058479309,75698
2021-11-01,0.9695529937744141,1.0400199890136719,0.8978379964828491,0.9130929708480835,0.9130929708480835,114207
2021-11-02,0.913133978843689,0.9626399874687195,0.9023060202598572,0.9372270107269287,0.9372270107269287,36026
2021-11-03,0.9375010132789612,0.9384179711341858,0.853518009185791,0.8756269812583923,0.8756269812583923,55585
2021-11-04,0.8757150173187256,0.935217022895813,0.8469409942626953,0.9221829771995544,0.9221829771995544,46169
2021-11-05,0.9218320250511169,0.9566439986228943,0.9040809869766235,0.9077479839324951,0.9077479839324951,30984
2021-11-06,0.907800018787384,0.9244229793548584,0.8815879821777344,0.9034820199012756,0.9034820199012756,22252
2021-11-07,0.9032930135726929,0.9124130010604858,0.8729749917984009,0.8959190249443054,0.8959190249443054,12482
2021-11-08,0.8963829874992371,1.0010809898376465,0.8960549831390381,0.9992870092391968,0.9992870092391968,40494
2021-11-09,0.999193012714386,1.1069159507751465,0.9427850246429443,1.025251030921936,1.025251030921936,50358
2021-11-10,1.024791955947876,2.107369899749756,0.9982280135154724,1.7011590003967285,1.7011590003967285,1714130
2021-11-11,1.7038899660110474,2.14672589302063,1.2218869924545288,1.4107719659805298,1.4107719659805298,1476091
2021-11-12,1.4133579730987549,1.4472839832305908,1.2135369777679443,1.2589689493179321,1.2589689493179321,291736
2021-11-13,1.2565900087356567,1.5009620189666748,1.1866610050201416,1.3311539888381958,1.3311539888381958,170048
2021-11-14,1.3315290212631226,1.395645022392273,1.3221989870071411,1.3681919574737549,1.3681919574737549,70201
2021-11-15,1.3682329654693604,1.3868440389633179,1.231624960899353,1.233970046043396,1.233970046043396,65714
2021-11-16,1.2321569919586182,1.2443089485168457,1.1118630170822144,1.1292840242385864,1.1292840242385864,68128
2021-11-17,1.1467339992523193,1.1550140380859375,1.08617103099823,1.1100070476531982,1.1100070476531982,31717
2021-11-18,1.1104660034179688,1.1785030364990234,1.0434600114822388,1.0665069818496704,1.0665069818496704,39560
2021-11-19,1.0666539669036865,1.0937169790267944,0.994795024394989,1.0786080360412598,1.0786080360412598,50127
2021-11-20,1.0781480073928833,1.1216599941253662,1.0334529876708984,1.0889439582824707,1.0889439582824707,56167
2021-11-21,1.0886319875717163,1.1207549571990967,1.0149149894714355,1.060505986213684,1.060505986213684,185667
2021-11-22,1.0618070363998413,1.087345004081726,1.0226789712905884,1.0474460124969482,1.0474460124969482,23882
2021-11-23,1.0465710163116455,1.1484370231628418,1.0272029638290405,1.1476290225982666,1.1476290225982666,56250
2021-11-24,1.1470210552215576,1.2152669429779053,1.0840229988098145,1.0998200178146362,1.0998200178146362,64331
2021-11-25,1.1782269477844238,1.3687089681625366,1.1347800493240356,1.162423014640808,1.162423014640808,70413
2021-11-26,1.319854974746704,1.4051569700241089,1.070054054260254,1.088657021522522,1.088657021522522,176383
2021-11-27,1.0824010372161865,1.276358962059021,0.9448090195655823,1.0020489692687988,1.0020489692687988,514951
2021-11-28,1.0048259496688843,1.019081950187683,0.8168579936027527,0.9002159833908081,0.9002159833908081,552869
2021-11-29,0.9007779955863953,0.9325000047683716,0.871641993522644,0.9020689725875854,0.9020689725875854,154609
2021-11-30,0.9023439884185791,0.9402480125427246,0.8507350087165833,0.9037309885025024,0.9037309885025024,50418
2021-12-01,0.9035729765892029,0.9208059906959534,0.8792210221290588,0.9106690287590027,0.9106690287590027,33395
2021-12-02,0.9104909896850586,0.9120100140571594,0.8721050024032593,0.8889470100402832,0.8889470100402832,31419
2021-12-03,0.8883540034294128,0.9087139964103699,0.8407530188560486,0.8540830016136169,0.8540830016136169,48164
2021-12-04,0.8538150191307068,0.8626329898834229,0.703357994556427,0.7882620096206665,0.7882620096206665,52363
2021-12-05,0.7884250283241272,0.7998939752578735,0.7515990138053894,0.7647219896316528,0.7647219896316528,24847
2021-12-06,0.7646549940109253,0.7861469984054565,0.7236499786376953,0.7731109857559204,0.7731109857559204,19722
2021-12-07,0.7739369869232178,0.8123930096626282,0.7722470164299011,0.7971230149269104,0.7971230149269104,12188
2021-12-08,0.7970280051231384,0.7970280051231384,0.7461289763450623,0.7904059886932373,0.7904059886932373,17125
2021-12-09,0.7899979948997498,0.7903280258178711,0.7232109904289246,0.7268360257148743,0.7268360257148743,18359
2021-12-10,0.7260180115699768,0.7623180150985718,0.7196729779243469,0.7235659956932068,0.7235659956932068,13489
2021-12-11,0.7229120135307312,0.7404379844665527,0.7028359770774841,0.7404379844665527,0.7404379844665527,10972
2021-12-12,0.739674985408783,0.8308879733085632,0.739674985408783,0.8266609907150269,0.8266609907150269,27972
2021-12-13,0.8268309831619263,0.82846599817276,0.7149410247802734,0.7248389720916748,0.7248389720916748,34201
2021-12-14,0.7253490090370178,0.7737370133399963,0.7153900265693665,0.7432829737663269,0.7432829737663269,24274
2021-12-15,0.7674430012702942,0.7855330109596252,0.7255169749259949,0.7761330008506775,0.7761330008506775,18751
2021-12-16,0.7757440209388733,0.7840319871902466,0.7379609942436218,0.7444069981575012,0.7444069981575012,17746
2021-12-17,0.7450780272483826,0.7622979879379272,0.7335759997367859,0.737900972366333,0.737900972366333,9668
2021-12-18,0.7366160154342651,0.7573710083961487,0.7182989716529846,0.7466380000114441,0.7466380000114441,12119
2021-12-19,0.7466999888420105,0.8295379877090454,0.715848982334137,0.7931159734725952,0.7931159734725952,59562
2021-12-20,0.7940199971199036,0.8075460195541382,0.7711099982261658,0.7886890172958374,0.7886890172958374,16405
2021-12-21,0.7880920171737671,0.8019440174102783,0.7382060289382935,0.7717880010604858,0.7717880010604858,34837
2021-12-22,0.7723870277404785,0.7948799729347229,0.7297090291976929,0.7597159743309021,0.7597159743309021,29750
2021-12-23,0.7599110007286072,0.8094900250434875,0.7526770234107971,0.7900210022926331,0.7900210022926331,12780
2021-12-24,0.7899640202522278,0.8004729747772217,0.7580530047416687,0.759315013885498,0.759315013885498,7658
2021-12-25,0.7588080167770386,0.7795779705047607,0.7410529851913452,0.7547569870948792,0.7547569870948792,5737
2021-12-26,0.754006028175354,0.9060369729995728,0.7179909944534302,0.8838469982147217,0.8838469982147217,62207
2021-12-27,0.884037971496582,0.8918259739875793,0.8169689774513245,0.8335440158843994,0.8335440158843994,12977
2021-12-28,0.8317599892616272,0.8324270248413086,0.71663898229599,0.7591059803962708,0.7591059803962708,38159
2021-12-29,0.7581009864807129,0.7784720063209534,0.731128990650177,0.7458540201187134,0.7458540201187134,15944
2021-12-30,0.7450600266456604,0.8831660151481628,0.7257009744644165,0.8335139751434326,0.8335139751434326,84000
