Date,Open,High,Low,Close,Adj Close,Volume
2021-10-30,1.8111239671707153,1.8990999460220337,1.7925089597702026,1.8742140531539917,1.8742140531539917,17168
2021-10-31,1.8766249418258667,1.8957810401916504,1.8270460367202759,1.858765959739685,1.858765959739685,8693
2021-11-01,1.858775019645691,2.225353956222534,1.7747420072555542,1.784432053565979,1.784432053565979,35713
2021-11-02,1.7839620113372803,1.8687009811401367,1.770948052406311,1.8420109748840332,1.8420109748840332,31064
2021-11-03,1.8419229984283447,1.890781044960022,1.8015780448913574,1.8828339576721191,1.8828339576721191,10193
2021-11-04,1.882140040397644,2.314872980117798,1.852632999420166,1.9456349611282349,1.9456349611282349,47752
2021-11-05,1.94479501247406,1.9655439853668213,1.8379160165786743,1.9429110288619995,1.9429110288619995,21223
2021-11-06,1.9422019720077515,2.040724039077759,1.8983579874038696,2.038362979888916,2.038362979888916,12452
2021-11-07,2.0378870964050293,2.113055944442749,2.0157530307769775,2.113055944442749,2.113055944442749,14200
2021-11-08,2.1128199100494385,2.681833028793335,2.095458984375,2.220712900161743,2.220712900161743,50472
2021-11-09,2.220550060272217,2.6507530212402344,1.9968960285186768,2.120579957962036,2.120579957962036,38720
2021-11-10,2.119940996170044,4.470253944396973,2.0029590129852295,2.034930944442749,2.034930944442749,16565
2021-11-11,2.0322439670562744,2.169387102127075,2.0187549591064453,2.1201961040496826,2.1201961040496826,7491
2021-11-12,2.1198580265045166,2.1481480598449707,2.0502030849456787,2.1103169918060303,2.1103169918060303,7497
2021-11-13,2.1098389625549316,2.132935047149658,2.060671091079712,2.1071949005126953,2.1071949005126953,6558
2021-11-14,2.1061899662017822,2.1254069805145264,2.057265043258667,2.1217689514160156,2.1217689514160156,5815
2021-11-15,2.122939109802246,2.1482720375061035,2.0736289024353027,2.1334409713745117,2.1334409713745117,6239
2021-11-16,2.134408950805664,2.1363298892974854,1.3483790159225464,2.017554998397827,2.017554998397827,16896
2021-11-17,2.0170629024505615,2.043921947479248,1.965662956237793,1.9895319938659668,1.9895319938659668,8221
2021-11-18,1.989549994468689,2.116179943084717,1.974519968032837,1.9982019662857056,1.9982019662857056,13052
2021-11-19,1.9987390041351318,2.0161240100860596,1.9005229473114014,1.9700969457626343,1.9700969457626343,10199
2021-11-20,1.9696530103683472,2.0450620651245117,1.966752052307129,2.037611961364746,2.037611961364746,9411
2021-11-21,2.037942886352539,2.109802007675171,1.9584369659423828,1.9680540561676025,1.9680540561676025,6678
2021-11-22,1.9698289632797241,1.9905250072479248,1.9242680072784424,1.9393160343170166,1.9393160343170166,9614
2021-11-23,1.937190055847168,1.9851690530776978,1.9190319776535034,1.9716659784317017,1.9716659784317017,9554
2021-11-24,1.9703220129013062,1.980201005935669,1.9050129652023315,1.9563380479812622,1.9563380479812622,9509
2021-11-25,1.924057960510254,1.9691489934921265,1.9196710586547852,1.9431450366973877,1.9431450366973877,9883
2021-11-26,1.9561419486999512,2.058919906616211,1.8928680419921875,1.905210018157959,1.905210018157959,15037
2021-11-27,1.9045590162277222,1.9851239919662476,1.8843530416488647,1.8916599750518799,1.8916599750518799,13912
2021-11-28,1.8939659595489502,2.0094211101531982,1.8796279430389404,1.9568159580230713,1.9568159580230713,13040
2021-11-29,1.957777976989746,1.9821079969406128,1.9237849712371826,1.973544955253601,1.973544955253601,9159
2021-11-30,1.9732919931411743,1.9803129434585571,1.860906958580017,1.8698550462722778,1.8698550462722778,12882
2021-12-01,1.868561029434204,1.961303949356079,1.8090900182724,1.8172550201416016,1.8172550201416016,25745
2021-12-02,1.8174439668655396,1.8289690017700195,1.7262380123138428,1.7900630235671997,1.7900630235671997,10656
2021-12-03,1.7908259630203247,1.802986979484558,1.6597950458526611,1.6875959634780884,1.6875959634780884,12394
2021-12-04,1.6870739459991455,1.6937659978866577,1.367987036705017,1.5737299919128418,1.5737299919128418,20418
2021-12-05,1.5741850137710571,1.6150380373001099,1.5037120580673218,1.5110609531402588,1.5110609531402588,13527
2021-12-06,1.5115580558776855,1.520635962486267,1.3423819541931152,1.4457889795303345,1.4457889795303345,11326
2021-12-07,1.4471399784088135,1.588165044784546,1.4429850578308105,1.5754549503326416,1.5754549503326416,14782
2021-12-08,1.574573040008545,1.5773429870605469,1.5230180025100708,1.5580840110778809,1.5580840110778809,7037
2021-12-09,1.5573279857635498,1.5911879539489746,1.4925730228424072,1.4981160163879395,1.4981160163879395,8048
2021-12-10,1.497439980506897,1.57246994972229,1.4958289861679077,1.5257940292358398,1.5257940292358398,8974
2021-12-11,1.52531898021698,1.5614800453186035,1.5118540525436401,1.5496070384979248,1.5496070384979248,7176
2021-12-12,1.5490620136260986,1.670415997505188,1.5254770517349243,1.6019610166549683,1.6019610166549683,10001
2021-12-13,1.6025810241699219,1.6241090297698975,1.5070079565048218,1.5482640266418457,1.5482640266418457,8583
2021-12-14,1.5488120317459106,1.8875399827957153,1.5123939514160156,1.5453089475631714,1.5453089475631714,15353
2021-12-15,1.5412269830703735,1.5849779844284058,1.5085209608078003,1.5582540035247803,1.5582540035247803,8365
2021-12-16,1.5577579736709595,1.5825059413909912,1.5197030305862427,1.5231950283050537,1.5231950283050537,7153
2021-12-17,1.5235999822616577,1.5371990203857422,1.3641610145568848,1.4351739883422852,1.4351739883422852,17720
2021-12-18,1.4344979524612427,1.476302981376648,1.4137530326843262,1.461135983467102,1.461135983467102,7884
2021-12-19,1.461192011833191,1.571146011352539,1.459455966949463,1.5457350015640259,1.5457350015640259,10115
2021-12-20,1.5467480421066284,1.5560640096664429,1.4821230173110962,1.5156970024108887,1.5156970024108887,13026
2021-12-21,1.5149719715118408,2.1938300132751465,1.504372000694275,1.7615560293197632,1.7615560293197632,49629
2021-12-22,1.76255202293396,1.9082850217819214,1.533398985862732,1.7387930154800415,1.7387930154800415,27113
2021-12-23,1.7395479679107666,1.7677210569381714,1.4740509986877441,1.608944058418274,1.608944058418274,20232
2021-12-24,1.6090140342712402,1.646435022354126,1.5560460090637207,1.5662260055541992,1.5662260055541992,14762
2021-12-25,1.5660159587860107,1.5962450504302979,1.5095560550689697,1.5347540378570557,1.5347540378570557,8423
2021-12-26,1.5331679582595825,1.5524890422821045,1.50449800491333,1.5081599950790405,1.5081599950790405,7541
2021-12-27,1.5088139772415161,1.6441839933395386,1.5003019571304321,1.5296030044555664,1.5296030044555664,14529
2021-12-28,1.528777003288269,1.5606859922409058,1.501263976097107,1.503491997718811,1.503491997718811,8316
2021-12-29,1.5028150081634521,1.5164090394973755,1.3533519506454468,1.3871660232543945,1.3871660232543945,10754
2021-12-30,1.3863250017166138,1.4056129455566406,1.3304229974746704,1.3971710205078125,1.3971710205078125,11013
2021-12-31,1.3966269493103027,1.4238940477371216,1.2279820442199707,1.379006028175354,1.379006028175354,32262
2022-01-01,1.3800899982452393,1.4143699407577515,1.3401780128479004,1.3556170463562012,1.3556170463562012,8829
2022-01-02,1.3556599617004395,1.4131900072097778,1.3394279479980469,1.3568240404129028,1.3568240404129028,6323
2022-01-03,1.356801986694336,1.4105249643325806,1.340196967124939,1.359876036643982,1.359876036643982,6545
2022-01-04,1.3598610162734985,1.383828043937683,1.3350249528884888,1.341549038887024,1.341549038887024,13969
2022-01-05,1.3415600061416626,1.4269189834594727,1.309667944908142,1.3494460582733154,1.3494460582733154,11834
2022-01-06,1.3494460582733154,1.4870929718017578,1.255599021911621,1.3466169834136963,1.3466169834136963,21475
2022-01-07,1.346693992614746,1.3611249923706055,1.2111259698867798,1.2796250581741333,1.2796250581741333,11343
2022-01-08,1.2797670364379883,1.359745979309082,1.247418999671936,1.259099006652832,1.259099006652832,8524
2022-01-09,1.2590429782867432,1.3063770532608032,1.2507179975509644,1.2927989959716797,1.2927989959716797,6243
2022-01-10,1.292796015739441,1.3151509761810303,1.2559820413589478,1.3102600574493408,1.3102600574493408,13825
2022-01-11,1.3102049827575684,1.3490220308303833,1.2963570356369019,1.345324993133545,1.345324993133545,9065
2022-01-12,1.3455239534378052,1.9378550052642822,1.3146159648895264,1.6474570035934448,1.6474570035934448,48618
2022-01-13,1.9808850288391113,1.9843820333480835,1.4468270540237427,1.6111149787902832,1.6111149787902832,51720
2022-01-14,1.6112170219421387,1.6161999702453613,1.3978270292282104,1.4935120344161987,1.4935120344161987,14205
2022-01-15,1.4938499927520752,1.5585949420928955,1.4615130424499512,1.5334789752960205,1.5334789752960205,13467
2022-01-16,1.5340739488601685,1.5816129446029663,1.493765950202942,1.5688749551773071,1.5688749551773071,11444
2022-01-17,1.5687819719314575,1.8587310314178467,1.5300869941711426,1.7246689796447754,1.7246689796447754,38182
2022-01-18,1.724787950515747,1.724938988685608,1.5322129726409912,1.6391229629516602,1.6391229629516602,10670
2022-01-19,1.6389600038528442,1.8859000205993652,1.582049012184143,1.5893030166625977,1.5893030166625977,24950
2022-01-20,1.5890140533447266,1.6679149866104126,1.5884939432144165,1.6187340021133423,1.6187340021133423,8695
2022-01-21,1.6187429428100586,1.6586259603500366,1.5339020490646362,1.5649590492248535,1.5649590492248535,34149
2022-01-22,1.5652389526367188,1.5809489488601685,1.4176169633865356,1.4954479932785034,1.4954479932785034,32013
2022-01-23,1.4957150220870972,1.5522160530090332,1.4725240468978882,1.5352619886398315,1.5352619886398315,13985
2022-01-24,1.5352129936218262,1.6161730289459229,1.4265660047531128,1.5514769554138184,1.5514769554138184,10885
2022-01-25,1.5518070459365845,1.9712539911270142,1.5085289478302002,1.5429400205612183,1.5429400205612183,43031
2022-01-26,1.542626976966858,1.6306270360946655,1.4378609657287598,1.464627981185913,1.464627981185913,13577
2022-01-27,1.4641900062561035,1.7772760391235352,1.4368350505828857,1.7260260581970215,1.7260260581970215,26866
2022-01-28,1.7258379459381104,1.7261669635772705,1.5966839790344238,1.5979969501495361,1.5979969501495361,16248
2022-01-29,1.5979470014572144,1.6462520360946655,1.4724680185317993,1.5540059804916382,1.5540059804916382,18652
