Date,Open,High,Low,Close,Adj Close,Volume
2021-10-30,0.036341000348329544,0.03949199989438057,0.03384999930858612,0.036063000559806824,0.036063000559806824,6802
2021-10-31,0.03614300116896629,0.03827200084924698,0.03413999825716019,0.03556299954652786,0.03556299954652786,9046
2021-11-01,0.03556500002741814,0.03581000119447708,0.03411500155925751,0.03507599979639053,0.03507599979639053,9007
2021-11-02,0.03507800027728081,0.036747999489307404,0.034219998866319656,0.03621799871325493,0.03621799871325493,4932
2021-11-03,0.03622899949550629,0.03639499843120575,0.03016900084912777,0.030222000554203987,0.030222000554203987,5959
2021-11-04,0.030225999653339386,0.030626000836491585,0.027420999482274055,0.027726000174880028,0.027726000174880028,892
2021-11-05,0.02771499939262867,0.030100999400019646,0.02564699947834015,0.02573700062930584,0.02573700062930584,639
2021-11-06,0.025738999247550964,0.028157999739050865,0.025210000574588776,0.025293000042438507,0.025293000042438507,958
2021-11-07,0.02528800070285797,0.027132999151945114,0.025248000398278236,0.02708899974822998,0.02708899974822998,728
2021-11-08,0.027103999629616737,0.02829599939286709,0.019828999415040016,0.025407999753952026,0.025407999753952026,3744
2021-11-09,0.025405000895261765,0.02764200046658516,0.023804999887943268,0.02599800005555153,0.02599800005555153,255
2021-11-10,0.025985000655055046,0.028689000755548477,0.024011999368667603,0.024373000487685204,0.024373000487685204,136
2021-11-11,0.02440599910914898,0.02701999992132187,0.02398099936544895,0.024955999106168747,0.024955999106168747,75
2021-11-12,0.02500299923121929,0.025033999234437943,0.022749999538064003,0.024094000458717346,0.024094000458717346,178
2021-11-13,0.02405799925327301,0.026321999728679657,0.023414000868797302,0.026305999606847763,0.026305999606847763,682
2021-11-14,0.026302000507712364,0.026635000482201576,0.023485999554395676,0.024813000112771988,0.024813000112771988,122
2021-11-15,0.024814000353217125,0.026853999122977257,0.019238000735640526,0.026799000799655914,0.026799000799655914,1167
2021-11-16,0.02675499953329563,0.026823999360203743,0.019896000623703003,0.022518999874591827,0.022518999874591827,381
